,Slice,Ground Truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
60185,1,outside_VISp,1,1,1,6,4,1,2,1,1,2
60186,1,outside_VISp,1,0,1,3,4,1,0,3,1,5
70018,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
70020,1,VISp_VI,2,3,2,2,3,0,5,3,4,3
70021,1,VISp_VI,2,3,2,2,3,0,5,5,5,3
70023,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
70024,1,VISp_V,2,4,3,7,1,3,3,5,4,4
70025,1,VISp_VI,2,5,2,5,5,0,4,3,5,0
70028,1,VISp_VI,2,2,2,3,3,0,0,4,5,5
70029,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70030,1,VISp_VI,2,1,2,4,3,0,2,4,5,2
70031,1,VISp_V,2,4,3,7,1,0,3,3,4,4
70032,1,VISp_VI,2,1,2,8,5,0,2,4,4,2
70034,1,VISp_VI,2,4,2,11,1,0,3,5,4,1
70036,1,VISp_VI,2,3,2,2,3,0,0,4,5,3
70037,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70038,1,VISp_V,2,4,3,7,1,3,3,3,4,4
70039,1,VISp_V,2,3,3,3,3,3,5,3,4,3
70040,1,VISp_VI,2,0,2,3,3,0,0,4,5,5
70041,1,VISp_VI,2,0,2,1,3,0,0,5,4,5
70043,1,VISp_V,2,4,3,11,1,3,3,3,4,1
70045,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70046,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
70047,1,VISp_VI,2,4,2,7,1,0,3,3,4,4
70050,1,VISp_V,2,3,3,10,3,3,5,3,4,3
70051,1,VISp_VI,2,1,2,8,5,0,2,4,5,2
70053,1,VISp_VI,2,0,2,3,3,0,5,3,4,5
70054,1,VISp_V,2,1,3,6,5,3,2,3,4,2
70055,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70056,1,VISp_V,2,0,3,3,3,3,0,3,4,5
70057,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70058,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70059,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70060,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70061,1,VISp_V,2,0,3,3,3,3,5,3,4,5
70062,1,VISp_V,2,1,3,8,5,3,2,3,4,2
70063,1,VISp_V,2,4,3,11,1,3,3,3,4,1
70064,1,VISp_V,2,0,3,3,3,3,5,3,4,3
70065,1,VISp_V,2,0,3,3,3,3,5,3,4,3
70066,1,VISp_VI,2,0,3,3,3,3,0,3,4,5
70067,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70068,1,VISp,2,3,3,10,3,0,0,3,4,3
70070,1,outside_VISp,2,0,2,3,3,0,0,4,4,5
70071,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70072,1,VISp_V,2,3,3,10,3,3,0,3,4,3
70074,1,VISp_V,2,4,3,11,1,3,3,3,4,1
70075,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70076,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70077,1,VISp_V,5,0,3,3,3,3,5,3,4,3
70078,1,VISp,2,0,3,3,3,3,1,3,4,5
70080,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70081,1,VISp_V,2,2,3,9,3,3,5,3,4,5
70082,1,outside_VISp,2,0,2,3,3,0,5,4,4,3
70083,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70084,1,VISp_V,5,1,3,4,5,3,2,3,4,2
70085,1,VISp_V,2,3,3,2,3,3,5,3,4,3
70088,1,VISp_V,2,3,3,10,3,3,5,3,4,3
70089,1,VISp_V,2,5,3,5,5,3,4,3,4,0
70090,1,VISp_V,2,1,3,4,3,3,5,3,4,2
70092,1,VISp_V,2,0,3,3,3,3,5,3,4,5
70093,1,VISp_V,2,0,3,3,3,3,5,3,4,3
70094,1,VISp,2,3,3,9,3,3,5,3,4,3
70095,1,VISp_V,2,4,3,7,1,3,3,3,4,2
70098,1,outside_VISp,2,0,3,3,3,0,0,3,4,5
70099,1,VISp_V,2,0,3,3,3,3,5,3,4,3
70100,1,outside_VISp,2,3,3,10,3,3,5,3,4,3
70101,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70102,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70103,1,VISp_V,2,3,3,9,3,3,5,3,4,3
70104,1,outside_VISp,2,3,3,2,3,0,5,3,4,3
70105,1,outside_VISp,2,1,3,4,3,3,0,3,4,2
70106,1,VISp_V,2,0,1,3,3,3,5,5,4,3
70107,1,outside_VISp,2,1,2,8,5,0,2,3,4,2
70108,1,outside_VISp,2,0,3,1,3,0,0,3,4,5
70109,1,VISp_V,2,0,3,1,3,3,0,3,4,5
70111,1,outside_VISp,2,5,2,5,5,0,0,3,4,0
70112,1,VISp,2,3,3,9,3,3,5,3,4,3
70113,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
70115,1,outside_VISp,2,4,3,11,1,3,3,3,4,1
70117,1,outside_VISp,2,4,3,11,1,0,3,1,4,1
70118,1,outside_VISp,2,1,3,4,3,3,2,3,4,2
70119,1,VISp_V,4,1,1,6,5,3,2,3,4,2
70120,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
70121,1,outside_VISp,2,1,3,4,5,3,2,3,4,2
70122,1,VISp,2,0,3,3,3,3,0,3,4,5
70123,1,outside_VISp,2,4,3,7,1,3,3,3,4,4
70124,1,outside_VISp,2,3,3,9,3,0,5,3,4,3
70126,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
70127,1,VISp_V,4,5,1,5,5,3,4,3,4,0
70128,1,outside_VISp,2,0,3,3,3,3,5,3,4,3
70129,1,outside_VISp,2,5,3,5,5,3,4,3,4,0
70130,1,VISp_V,4,3,1,2,4,3,5,1,4,3
70131,1,outside_VISp,2,1,3,8,5,3,2,3,4,2
70132,1,outside_VISp,2,1,3,8,5,0,2,5,4,2
70134,1,outside_VISp,2,0,3,3,3,3,0,4,4,5
70135,1,outside_VISp,2,1,3,8,5,3,2,4,4,2
70136,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
70137,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
70140,1,outside_VISp,2,0,3,3,3,3,5,3,4,3
70143,1,outside_VISp,3,1,1,4,5,3,2,3,4,2
70150,1,outside_VISp,2,3,3,2,3,3,5,3,4,3
70151,1,outside_VISp,2,1,3,6,3,3,2,5,4,2
80014,1,VISp_VI,2,3,2,2,3,0,2,4,5,5
80018,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80023,1,VISp_VI,2,1,2,6,5,0,2,4,5,2
80025,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
80027,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
80029,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80030,1,VISp_VI,6,0,2,1,3,0,0,4,5,5
80031,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
80032,1,VISp_VI,6,3,2,2,3,0,0,4,5,3
80033,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80034,1,VISp_VI,2,1,2,4,5,0,2,3,4,2
80035,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80037,1,VISp_VI,2,0,2,3,3,0,0,6,4,5
80038,1,VISp_VI,6,3,2,10,3,0,5,4,5,3
80039,1,VISp_VI,6,3,2,2,3,0,1,4,5,3
80040,1,VISp_VI,6,3,2,2,3,0,0,4,5,3
80041,1,VISp_VI,6,3,2,9,3,0,5,4,5,3
80042,1,VISp_VI,6,3,2,2,3,0,0,4,5,3
80044,1,VISp_VI,2,0,2,1,3,0,0,3,4,5
80045,1,VISp_VI,6,1,2,4,5,0,5,4,5,2
80046,1,VISp_VI,6,1,2,4,5,0,2,4,5,2
80047,1,VISp_VI,6,1,2,6,3,0,2,4,5,3
80048,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80049,1,VISp_VI,6,0,2,3,3,0,0,4,4,5
80051,1,VISp_VI,2,5,2,5,5,0,4,3,4,0
80052,1,VISp_VI,6,0,2,0,3,0,0,4,5,3
80053,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
80054,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80055,1,VISp_VI,6,3,2,5,3,0,4,4,5,0
80057,1,VISp_VI,2,3,2,2,3,0,5,3,4,3
80058,1,VISp_VI,6,0,2,3,3,0,0,4,5,3
80059,1,VISp_VI,6,0,2,3,3,0,0,4,5,3
80060,1,VISp_VI,6,0,2,3,3,0,0,4,4,3
80061,1,VISp_VI,6,5,2,5,3,0,4,4,5,0
80062,1,VISp_VI,6,3,2,2,3,0,1,4,5,3
80063,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80064,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80066,1,VISp_VI,6,1,2,6,3,0,2,4,4,3
80068,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80069,1,VISp_VI,5,0,2,3,3,0,0,4,5,5
80070,1,VISp_VI,2,0,2,3,3,0,3,4,4,5
80071,1,VISp_VI,6,0,2,3,3,0,0,4,4,5
80072,1,VISp_VI,6,1,2,8,5,0,2,4,4,2
80073,1,VISp_VI,2,0,3,3,3,0,0,3,4,5
80074,1,VISp_VI,2,4,2,7,1,0,3,4,4,4
80075,1,VISp_VI,5,3,2,2,3,0,5,4,5,3
80077,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80078,1,VISp_VI,6,0,2,3,3,0,0,4,4,3
80080,1,VISp_VI,6,0,2,3,3,0,0,3,5,5
80082,1,VISp_VI,6,1,2,8,5,0,2,4,4,2
80083,1,VISp_VI,2,1,3,6,3,0,2,3,4,2
80084,1,VISp_VI,6,3,2,2,3,0,5,3,4,3
80085,1,VISp_VI,2,1,2,10,3,0,2,5,4,5
80086,1,VISp_VI,6,3,2,9,3,0,5,4,4,3
80087,1,VISp_VI,2,0,2,3,3,0,0,4,5,5
80088,1,VISp_VI,2,4,2,7,1,0,3,4,5,4
80089,1,VISp_VI,2,1,2,4,5,0,3,4,5,2
80091,1,VISp_VI,2,4,2,7,1,0,3,4,4,4
80093,1,VISp_VI,6,3,2,2,3,0,5,3,4,3
80094,1,VISp_VI,2,3,2,2,3,0,0,4,5,3
80095,1,VISp_VI,6,3,2,2,3,0,5,3,5,3
80096,1,VISp_VI,2,1,2,6,5,0,2,4,5,2
80097,1,VISp_VI,2,5,2,5,3,0,3,4,4,0
80098,1,VISp_V,2,4,3,7,1,0,3,3,4,1
80101,1,VISp_VI,2,0,2,3,3,0,0,4,4,5
80102,1,VISp_VI,2,3,2,2,3,0,5,3,4,3
80103,1,VISp_VI,2,3,2,2,3,0,5,4,5,3
80104,1,VISp_VI,2,4,2,11,1,0,3,4,5,1
80105,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
80106,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80108,1,VISp_VI,2,4,2,11,1,0,3,3,4,1
80109,1,VISp_VI,6,5,2,6,5,0,4,4,5,0
80110,1,VISp_VI,2,0,2,1,3,0,5,3,4,5
80111,1,VISp_VI,3,1,2,8,5,0,2,4,4,2
80112,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80113,1,VISp,2,0,3,3,3,0,0,5,4,5
80114,1,VISp_VI,2,5,2,6,5,0,2,4,4,0
80115,1,VISp_V,2,0,3,3,3,0,0,5,4,5
80116,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80117,1,VISp_VI,2,1,2,8,3,0,0,4,4,5
80118,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80120,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80121,1,VISp_VI,5,4,2,11,1,0,3,3,4,1
80122,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80123,1,VISp_VI,5,0,2,3,3,0,0,3,4,5
80124,1,VISp_VI,2,1,2,8,5,0,2,4,4,2
80125,1,VISp_VI,6,3,2,2,3,0,2,4,5,3
80126,1,VISp_VI,6,1,2,6,5,4,2,4,5,2
80128,1,VISp_V,2,1,3,4,5,0,2,3,4,2
80129,1,VISp_VI,6,5,2,5,5,0,2,4,5,2
80130,1,VISp_VI,6,1,2,6,5,0,2,4,4,2
80131,1,VISp_VI,6,1,2,6,3,4,2,4,5,2
80132,1,VISp_VI,2,3,2,2,3,0,5,4,4,3
80133,1,VISp_VI,2,0,2,3,3,0,1,3,4,5
80134,1,VISp_VI,2,1,2,6,5,0,2,3,4,2
80135,1,VISp_V,2,0,3,3,3,0,0,3,4,5
80136,1,VISp_V,2,0,3,3,3,3,5,3,4,3
80137,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80138,1,VISp_VI,6,3,2,2,3,0,5,5,4,3
80139,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80140,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80141,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80142,1,VISp_VI,2,0,2,3,3,0,0,4,4,5
80146,1,VISp_V,2,4,3,7,1,3,3,3,4,4
80147,1,VISp_VI,6,1,2,8,5,0,5,4,5,3
80148,1,VISp_V,2,3,3,9,3,3,5,3,4,3
80149,1,VISp_VI,2,4,2,7,1,0,3,3,4,4
80150,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80151,1,VISp_V,6,0,3,3,3,0,0,3,4,3
80152,1,VISp_VI,6,3,2,2,3,0,5,4,4,3
80154,1,VISp_VI,6,0,2,3,3,0,5,4,5,3
80155,1,VISp_VI,2,4,2,7,1,0,3,3,4,4
80156,1,VISp_V,2,3,3,9,3,3,5,5,4,3
80157,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80158,1,VISp_VI,2,3,2,2,3,0,5,3,4,3
80159,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
80160,1,VISp_V,2,3,3,10,3,3,5,3,4,3
80161,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80162,1,VISp_VI,6,0,2,3,3,0,5,3,4,3
80163,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
80164,1,VISp_VI,2,0,2,3,3,0,0,4,5,5
80165,1,VISp_VI,2,4,2,7,1,0,3,3,4,4
80166,1,VISp_V,6,3,3,2,3,3,5,3,4,3
80168,1,VISp_V,2,0,3,1,3,3,5,5,4,5
80169,1,VISp_VI,1,2,2,9,3,0,1,3,5,5
80171,1,VISp_VI,1,1,2,8,5,0,2,3,4,2
80172,1,VISp,2,0,2,3,3,0,0,3,4,3
80173,1,VISp_VI,2,5,2,5,5,0,4,6,4,0
80174,1,VISp_VI,2,0,2,3,3,0,0,3,4,5
80175,1,VISp_V,2,3,3,10,3,3,5,5,4,3
80176,1,VISp_V,2,3,3,9,3,3,5,5,4,3
80178,1,VISp_V,2,3,3,10,3,3,5,5,4,3
80179,1,VISp_VI,1,1,2,4,5,0,2,4,5,2
80180,1,VISp_VI,2,3,2,2,3,0,5,3,5,3
80183,1,VISp_V,2,1,3,8,5,3,2,5,4,2
80184,1,VISp_V,2,1,3,4,5,3,2,5,4,2
80185,1,VISp_VI,2,1,2,6,5,0,5,3,5,2
80186,1,VISp_VI,2,4,2,7,1,0,3,6,4,4
80187,1,VISp_VI,2,0,2,3,3,0,0,6,4,3
80188,1,VISp_VI,2,0,2,3,3,0,0,3,5,5
80189,1,VISp_VI,2,1,2,6,5,0,2,3,4,2
80190,1,VISp_V,2,5,2,5,5,0,4,3,4,0
80191,1,VISp,2,0,2,3,3,0,0,3,4,5
80194,1,VISp_V,2,1,3,4,5,3,2,5,4,2
90019,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90023,1,outside_VISp,3,5,4,4,6,4,4,2,3,0
90024,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90025,1,VISp_wm,6,3,2,2,3,0,5,4,5,3
90026,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90028,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90029,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90030,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90031,1,VISp_wm,3,5,5,5,6,4,4,2,3,0
90032,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90033,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90034,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90035,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
90036,1,VISp_wm,6,3,5,2,3,4,5,4,5,3
90037,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90038,1,VISp_VI,6,3,2,2,3,0,1,4,5,3
90039,1,VISp_VI,6,1,2,8,5,0,2,4,5,2
90040,1,VISp_wm,3,1,5,4,6,4,2,2,3,2
90042,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90043,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90044,1,VISp,3,1,5,4,6,4,2,2,3,2
90045,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90047,1,VISp,3,1,5,6,6,4,2,2,3,2
90048,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90049,1,VISp_wm,6,3,2,2,3,0,5,4,5,0
90050,1,VISp_VI,6,5,2,5,5,0,4,4,5,0
90051,1,VISp_VI,6,4,2,11,1,0,3,4,5,1
90052,1,VISp_wm,6,3,5,2,3,4,5,4,5,3
90053,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90054,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90055,1,VISp_wm,6,1,2,6,3,0,5,4,5,3
90056,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90057,1,VISp_VI,6,1,2,8,3,0,5,4,5,3
90059,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90061,1,VISp_VI,2,0,2,3,3,0,0,4,5,5
90062,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
90063,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90064,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90065,1,VISp_VI,6,0,2,3,3,0,5,4,5,3
90066,1,VISp_VI,6,0,2,3,3,0,5,4,5,3
90067,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90068,1,VISp_VI,6,1,2,4,5,0,2,4,5,2
90070,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90072,1,VISp_VI,6,3,2,9,3,0,5,4,5,3
90073,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90075,1,VISp_VI,2,4,2,7,1,0,3,4,5,4
90076,1,VISp_wm,6,3,2,2,3,0,5,4,5,3
90077,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90079,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90080,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
90081,1,VISp_VI,6,1,2,6,5,0,2,4,5,2
90082,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
90084,1,VISp_VI,6,3,2,10,3,0,5,4,5,3
90085,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90086,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90087,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
90088,1,VISp_VI,2,0,2,3,3,0,5,4,5,3
90089,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90090,1,VISp_VI,6,3,2,9,3,0,5,4,5,3
90091,1,VISp_VI,2,1,2,4,5,0,2,4,5,2
90092,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90093,1,VISp_wm,6,5,2,5,5,0,4,4,5,0
90094,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90096,1,VISp_VI,2,4,2,7,1,0,3,5,5,4
90097,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90098,1,VISp_wm,6,3,2,2,3,0,0,4,5,3
90100,1,VISp_VI,2,4,2,7,1,0,3,5,4,4
90102,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90103,1,VISp_VI,6,3,2,3,3,0,5,4,5,3
90104,1,VISp_wm,6,3,2,2,3,0,5,4,5,3
90105,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90107,1,VISp_VI,2,0,2,3,3,0,3,5,5,5
90108,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90109,1,VISp_VI,6,1,2,6,3,0,2,4,5,2
90110,1,VISp_VI,2,1,2,6,5,0,2,5,4,2
90111,1,VISp_VI,6,3,2,1,3,0,5,4,5,3
90112,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90113,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90114,1,VISp_VI,6,3,2,2,3,0,0,4,5,3
90115,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90116,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90117,1,VISp_VI,2,0,2,3,3,0,0,5,4,5
90118,1,VISp_wm,6,3,2,2,3,0,5,4,5,3
90119,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90121,1,VISp_VI,6,1,2,6,5,0,2,4,5,2
90122,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90123,1,VISp_VI,6,1,2,6,3,0,2,4,5,2
90124,1,VISp_wm,6,3,2,2,3,0,5,4,5,3
90126,1,VISp_VI,6,0,2,3,3,0,0,4,5,3
90128,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90129,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90130,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90131,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90132,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90133,1,VISp_VI,6,0,2,3,3,0,5,4,5,5
90134,1,VISp_VI,6,1,2,4,5,0,2,4,5,2
90135,1,VISp_wm,6,1,2,2,3,0,5,4,5,3
90136,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90137,1,VISp_wm,6,0,2,3,3,0,5,4,5,3
90138,1,VISp_wm,2,3,2,10,3,0,5,4,5,3
90140,1,VISp_VI,6,3,2,2,3,0,1,4,5,3
90141,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90142,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90143,1,VISp_VI,6,1,2,6,5,0,2,4,5,2
90144,1,VISp_wm,6,3,2,2,3,0,0,4,5,3
90147,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90148,1,VISp_wm,2,1,2,6,5,0,2,4,5,2
90149,1,VISp_wm,6,3,2,2,3,0,5,4,5,3
90150,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90151,1,VISp_VI,2,3,2,10,3,0,5,3,4,3
90152,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90153,1,VISp_wm,6,1,2,8,5,0,2,4,5,2
90154,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90155,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90156,1,VISp_VI,6,3,2,3,3,0,5,4,5,3
90157,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90158,1,VISp_VI,2,4,2,7,1,0,3,3,4,4
90160,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90161,1,VISp_VI,6,0,2,3,3,0,3,4,5,5
90162,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90163,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90164,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90165,1,VISp_VI,6,0,2,3,3,0,5,4,5,3
90167,1,VISp_VI,6,3,2,9,3,0,5,4,5,3
90168,1,VISp_VI,2,3,2,2,3,0,5,3,4,3
90169,1,VISp_wm,2,0,2,3,3,0,0,4,5,5
90170,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90171,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90172,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90173,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90174,1,VISp_VI,2,0,2,3,3,0,0,4,5,5
90177,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90179,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90180,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90181,1,VISp_VI,6,0,2,3,3,0,1,4,5,5
90182,1,VISp_VI,2,4,2,7,1,0,3,4,5,4
90184,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90185,1,VISp_VI,6,5,2,5,5,0,4,4,5,0
90186,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90187,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90188,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
90192,1,VISp_VI,2,0,2,1,3,0,0,3,4,5
90195,1,VISp_VI,6,0,2,3,3,0,0,4,5,5
90197,1,VISp_VI,6,3,2,2,3,0,5,3,5,3
100007,1,outside_VISp,6,3,2,2,3,4,5,4,5,3
100008,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100009,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
100010,1,outside_VISp,3,1,4,4,6,4,2,2,3,4
100011,1,outside_VISp,6,1,2,4,5,4,2,5,5,2
100012,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100013,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
100014,1,outside_VISp,6,1,2,4,5,0,2,4,5,2
100015,1,outside_VISp,3,4,4,11,1,4,3,2,3,1
100016,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100017,1,outside_VISp,6,1,2,4,5,0,2,4,5,2
100019,1,outside_VISp,3,5,5,5,6,4,4,2,3,0
100021,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
100022,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100023,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100024,1,outside_VISp,6,3,2,2,3,0,5,4,5,3
100025,1,outside_VISp,6,0,2,2,3,0,5,4,5,3
100026,1,outside_VISp,3,1,5,4,6,4,4,2,3,2
100027,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
100028,1,outside_VISp,3,5,5,5,5,4,4,4,5,0
100029,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
100031,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
100032,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100033,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
100035,1,outside_VISp,6,3,5,2,3,0,5,4,5,3
100036,1,outside_VISp,3,1,4,4,6,4,4,2,3,2
100039,1,outside_VISp,6,3,2,2,3,0,5,4,5,3
100040,1,outside_VISp,3,5,5,5,6,4,4,4,5,0
100042,1,outside_VISp,2,3,5,2,3,4,5,4,5,3
100043,1,outside_VISp,3,1,4,8,6,4,4,2,3,2
100044,1,outside_VISp,2,3,5,2,3,0,5,4,5,3
100045,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100046,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
100047,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
100048,1,outside_VISp,3,5,5,5,6,4,4,2,5,0
100049,1,outside_VISp,6,4,5,11,1,0,3,4,5,1
100050,1,outside_VISp,3,3,5,2,3,4,5,2,5,3
100051,1,outside_VISp,6,1,2,4,3,0,5,4,5,2
100052,1,outside_VISp,3,1,5,6,6,4,4,2,3,2
100053,1,outside_VISp,3,1,5,6,6,4,4,2,5,2
100054,1,outside_VISp,6,3,2,2,3,0,5,4,5,3
100055,1,outside_VISp,3,5,5,6,6,4,4,2,3,0
100056,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
100058,1,outside_VISp,6,3,5,2,3,0,5,4,5,3
100059,1,outside_VISp,6,3,5,2,3,0,5,4,5,3
100060,1,outside_VISp,6,3,2,2,3,0,5,4,5,3
100061,1,outside_VISp,6,3,5,2,3,4,5,4,5,3
100062,1,outside_VISp,6,3,5,2,3,0,5,4,5,3
