,slice_id,ct,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
8692x3108-1,BZ9,eL6-1,4,0,0,0,2,4,1,2,2,2
8704x2410-1,BZ9,eL6-1,4,0,1,0,4,4,1,4,2,2
8703x4279-1,BZ9,eL6-1,1,0,1,0,2,4,1,3,2,2
8704x765-1,BZ9,SST,1,6,0,8,2,0,4,3,2,3
8688x1123-1,BZ9,NPY,1,6,0,8,2,0,4,3,2,0
8714x5636-1,BZ9,eL6-2,1,0,0,0,3,0,1,4,2,2
8746x2070-1,BZ9,eL6-2,4,0,1,0,4,0,1,4,2,2
8771x2725-1,BZ9,SST,2,6,1,8,2,4,4,2,2,3
8730x3749-1,BZ9,eL2/3,1,1,1,1,2,4,0,3,2,1
8724x592-1,BZ9,SST,1,6,0,8,2,0,4,3,2,2
8736x5500-1,BZ9,SST,1,6,0,8,3,0,4,3,2,0
8720x6292-1,BZ9,eL6-2,1,0,1,0,3,0,1,3,4,2
8699x6526-1,BZ9,eL6-1,1,0,1,0,3,1,1,4,4,2
8767x1277-1,BZ9,eL6-1,4,0,1,0,2,1,1,4,2,2
8769x2264-1,BZ9,eL6-1,4,0,1,0,4,0,1,4,2,2
8789x3026-1,BZ9,Endo,2,4,1,5,2,4,2,2,2,3
8789x2897-1,BZ9,Endo,2,4,1,5,2,4,2,2,2,3
8810x407-1,BZ9,eL6-1,1,0,0,0,2,1,1,4,2,2
8806x4015-1,BZ9,eL6-2,1,9,1,6,2,4,4,3,2,2
8837x940-1,BZ9,eL5-2,1,2,1,1,2,1,0,3,2,1
8849x6554-1,BZ9,NPY,1,7,1,7,3,1,3,3,4,0
8850x3143-1,BZ9,eL5-2,4,0,1,0,2,4,4,2,2,2
8854x3721-1,BZ9,eL5-3,1,9,1,4,2,4,0,2,2,1
8851x4898-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
8878x5486-1,BZ9,SST,1,6,1,6,4,1,4,3,2,2
8863x3423-1,BZ9,SST,1,6,1,8,2,4,4,2,2,0
8879x6106-1,BZ9,SST,1,6,1,8,2,1,4,4,4,1
8891x5084-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
8851x72-1,BZ9,eL6-1,4,0,0,0,2,1,1,4,2,2
8946x1526-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
8919x5293-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
8907x1343-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
8945x2067-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
8943x6349-1,BZ9,eL5-2,1,0,1,0,2,1,1,4,4,2
8961x922-1,BZ9,NPY,4,7,1,7,2,1,3,4,4,0
8972x2462-1,BZ9,Oligo,4,9,1,0,4,1,2,4,2,2
8964x670-1,BZ9,eL6-1,4,0,1,0,2,1,1,4,4,2
8971x1181-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
8976x3205-1,BZ9,Oligo,1,6,1,8,2,4,4,2,2,3
8975x3441-1,BZ9,Oligo,2,6,1,8,2,4,4,2,2,3
8988x329-1,BZ9,eL6-2,4,0,1,0,2,1,1,4,4,2
9005x6230-1,BZ9,eL6-1,4,0,1,0,2,1,4,4,4,2
9008x5032-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9033x5813-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9010x3027-1,BZ9,Endo,1,6,1,8,2,4,4,2,3,3
9050x5689-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9046x2737-1,BZ9,Endo,2,4,1,5,2,4,2,2,2,3
9037x3605-1,BZ9,Endo,2,4,1,5,2,4,2,2,2,3
9094x1087-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9075x1437-1,BZ9,NPY,4,6,1,8,4,1,4,4,4,0
9078x6078-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9092x223-1,BZ9,eL6-2,4,0,1,0,2,1,1,4,4,2
9100x3472-1,BZ9,Endo,2,4,1,5,2,4,2,2,2,3
9065x4162-1,BZ9,Endo,2,3,1,3,4,4,2,2,2,3
9086x4696-1,BZ9,Oligo,2,3,1,3,4,1,2,2,2,3
9095x3162-1,BZ9,Endo,1,6,1,8,2,4,4,2,2,3
9105x3971-1,BZ9,Endo,2,4,1,5,4,4,2,2,2,3
9121x88-1,BZ9,eL6-1,4,0,1,0,2,1,1,4,4,2
9175x349-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9108x837-1,BZ9,Reln,4,7,1,7,2,1,3,4,4,0
9120x2116-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9126x3707-1,BZ9,Endo,2,4,1,5,2,4,2,2,2,3
9124x2441-1,BZ9,Oligo,4,0,1,0,4,1,1,4,2,2
9123x4440-1,BZ9,Endo,2,4,1,5,4,4,2,2,2,3
9177x2676-1,BZ9,Endo,2,4,1,5,2,1,2,2,2,3
9170x6314-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9179x1988-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9209x1739-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9184x4655-1,BZ9,Endo,2,4,1,5,4,1,2,2,2,3
9199x1157-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9190x2194-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9238x1415-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9246x4814-1,BZ9,eL5-2,2,3,1,1,4,1,2,4,2,1
9234x4505-1,BZ9,L5-1,2,1,1,1,4,1,2,2,2,3
9200x4338-1,BZ9,Endo,2,4,1,5,4,1,2,2,2,3
9233x4048-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9234x834-1,BZ9,VIP,4,7,1,7,4,1,3,4,4,2
9255x2298-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9248x5569-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9258x2518-1,BZ9,L5-1,4,5,1,4,4,1,2,4,2,1
9271x1266-1,BZ9,eL5-2,4,0,1,0,4,1,1,4,4,2
9284x4627-1,BZ9,L5-1,2,1,1,6,4,1,2,4,2,1
9297x1860-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9330x856-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9284x6555-1,BZ9,NPY,4,0,1,7,4,1,3,4,4,0
9334x2619-1,BZ9,Endo,1,4,1,5,4,1,2,4,2,3
9348x1021-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9354x3386-1,BZ9,eL6-1,4,6,1,0,4,4,1,4,2,2
9372x4161-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9365x4441-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9374x4602-1,BZ9,Astro,4,1,1,6,4,1,1,4,4,1
9379x2266-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9391x2515-1,BZ9,eL6-2,1,8,1,4,4,1,2,4,2,1
9391x1245-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9398x6216-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9447x1744-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9423x3242-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9414x4315-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9390x4905-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9464x2170-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9452x6548-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9452x2382-1,BZ9,eL6-1,4,6,1,8,4,1,4,4,2,2
9446x3049-1,BZ9,Endo,4,0,1,5,4,1,2,4,2,3
9471x3785-1,BZ9,eL6-1,4,0,1,0,4,1,2,4,4,3
9474x336-1,BZ9,L5-1,4,1,1,0,4,1,1,4,4,1
9513x4357-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9529x4104-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9527x2731-1,BZ9,eL5-3,1,2,1,3,4,1,2,4,2,3
9544x3436-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9508x4563-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9499x4730-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9531x2962-1,BZ9,eL5-2,1,3,1,3,4,1,2,4,2,3
9565x763-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9559x444-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9609x1272-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9584x5768-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9574x6229-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9589x621-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9608x1530-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9617x2001-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9660x3256-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9604x5606-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9629x853-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9629x2500-1,BZ9,Endo,4,6,1,8,4,1,4,4,2,3
9631x2682-1,BZ9,Astro,4,0,1,0,4,1,2,4,2,2
9649x4704-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9642x5893-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9650x4538-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9664x2147-1,BZ9,eL6-2,4,6,1,0,4,1,4,4,2,2
9640x6023-1,BZ9,eL6-2,4,6,1,0,4,1,4,4,4,2
9647x6532-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9622x1091-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9689x3829-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9651x4969-1,BZ9,Astro,4,3,1,3,4,1,2,4,4,0
9657x3565-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9706x4159-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9729x681-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9695x4355-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9717x6162-1,BZ9,Reln,4,6,1,8,4,1,4,4,4,2
9705x1826-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9744x2854-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9748x500-1,BZ9,eL6-1,4,0,1,6,4,1,1,4,4,2
9762x2630-1,BZ9,eL6-1,4,0,1,0,4,1,4,4,2,2
9739x2403-1,BZ9,eL6-2,4,6,1,8,4,1,4,4,2,2
9761x4468-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9744x6392-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9783x6010-1,BZ9,eL6-2,4,6,1,3,4,1,4,4,4,2
9801x5228-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9796x5819-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9788x1344-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9808x839-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9817x6537-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9786x2247-1,BZ9,SST,4,6,1,8,4,1,4,4,2,3
9827x3096-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
9841x2333-1,BZ9,eL6-2,4,3,1,3,4,1,4,4,2,3
9851x1706-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9819x1949-1,BZ9,Astro,4,0,1,0,4,1,1,4,4,2
9854x5459-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9875x550-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9866x973-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9859x3638-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9882x4379-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9873x2765-1,BZ9,Endo,2,4,1,5,4,1,2,4,2,3
9907x1103-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9865x3377-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
9875x3907-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9871x5642-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9893x6295-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9910x6017-1,BZ9,eL5-3,1,6,1,8,4,1,4,4,4,2
9909x2871-1,BZ9,Endo,2,4,1,5,4,1,2,4,2,3
9926x4209-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9925x1328-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9979x2256-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,3
9979x4103-1,BZ9,VIP,4,0,1,7,4,1,1,4,4,0
9980x2535-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
9964x4998-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10018x5573-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9977x6396-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10001x1559-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9989x3548-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
9975x2959-1,BZ9,Oligo,2,6,1,8,4,1,2,4,2,3
10018x3838-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10004x949-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10016x2051-1,BZ9,L5-1,1,8,1,1,4,1,2,4,4,1
10017x491-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10014x4670-1,BZ9,Astro,4,3,1,3,4,1,1,4,4,3
10074x4913-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10046x6467-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10061x2418-1,BZ9,Oligo,4,3,1,0,4,1,1,4,2,2
10088x4442-1,BZ9,eL5-2,4,0,1,0,4,1,1,4,4,2
10090x727-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10135x1220-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10083x3681-1,BZ9,eL5-2,4,1,1,6,4,1,1,4,4,1
10086x2185-1,BZ9,Endo,2,9,1,6,4,1,2,4,2,3
10106x382-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10157x2755-1,BZ9,Endo,2,0,1,0,4,1,1,4,2,2
10155x955-1,BZ9,Oligo,4,0,1,0,4,1,1,4,4,2
10135x2008-1,BZ9,eL5-3,2,3,1,6,4,1,2,2,4,3
10119x4113-1,BZ9,eL6-2,4,8,1,1,4,1,1,4,4,2
10139x5166-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10154x1656-1,BZ9,eL6-2,4,0,1,0,4,1,1,2,4,2
10164x3769-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10180x2570-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10191x229-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10186x3578-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10169x5842-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10200x6314-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10208x2218-1,BZ9,Astro,4,0,1,5,4,1,2,4,2,3
10226x535-1,BZ9,Oligo,4,3,1,3,4,1,2,4,4,3
10213x5549-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10241x2393-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10212x3990-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10228x4738-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10242x5101-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10245x3227-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
10254x3792-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10213x69-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10255x3020-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10279x820-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10272x2035-1,BZ9,Endo,2,4,1,5,4,1,2,2,4,3
10298x3506-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10306x5941-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10369x4087-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10297x3882-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10351x3675-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10365x4263-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10363x5084-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10362x2245-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,2,2
10382x6516-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10394x5827-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10396x2993-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10379x5459-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10434x2562-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10403x1965-1,BZ9,Endo,2,4,1,5,4,5,2,2,4,3
10392x4422-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10379x4617-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10457x3475-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10445x5677-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10473x3304-1,BZ9,Lhx6,4,6,1,8,4,1,3,4,2,0
10478x1751-1,BZ9,Astro,2,3,1,3,4,5,2,2,4,3
10477x1873-1,BZ9,Endo,2,4,1,5,4,5,2,2,4,3
10488x5375-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10462x6005-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10500x2780-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10513x2957-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10546x4435-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10541x360-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10515x4946-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10539x1059-1,BZ9,Astro,4,3,1,3,4,1,2,4,4,3
10540x6323-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10543x4630-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10541x6155-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10549x652-1,BZ9,L5-1,4,0,1,0,4,1,1,4,4,1
10582x2103-1,BZ9,eL6-2,4,0,1,0,4,5,1,2,2,2
10548x2321-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10618x1788-1,BZ9,Endo,2,4,1,5,4,5,2,2,4,3
10603x3345-1,BZ9,NPY,1,6,1,8,4,1,3,4,4,0
10604x5183-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10608x198-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10597x2595-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,2,2
10645x4949-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10678x4759-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10701x5274-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10712x1935-1,BZ9,Astro,2,3,1,0,1,5,2,2,2,3
10766x6412-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10794x5447-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10780x775-1,BZ9,Oligo,4,0,1,0,4,1,1,4,4,2
10776x5833-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10804x5982-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10780x2707-1,BZ9,Endo,1,4,1,5,4,5,2,1,2,3
10897x5563-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10909x6515-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
10905x1330-1,BZ9,SST,1,3,1,3,4,5,2,1,4,3
10962x3586-1,BZ9,Astro,1,3,1,3,1,1,2,4,4,3
10967x5861-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10939x4234-1,BZ9,Oligo,4,0,1,0,4,1,1,4,4,2
10952x4801-1,BZ9,Oligo,1,3,1,3,4,1,2,1,4,3
11001x4077-1,BZ9,eL6-2,4,0,1,0,1,1,1,4,4,2
11004x3906-1,BZ9,eL6-2,4,0,1,0,1,1,1,4,4,2
11003x6047-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
10976x1180-1,BZ9,VIP,4,0,1,0,4,1,0,1,4,2
11008x2790-1,BZ9,Oligo,1,7,1,3,1,5,2,1,2,1
11000x6321-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
11006x2600-1,BZ9,Astro,1,3,1,3,1,5,2,1,2,3
11048x3474-1,BZ9,Astro,1,0,1,0,1,5,2,4,4,3
11112x1858-1,BZ9,Smc,1,3,1,3,1,5,2,1,1,3
11132x4275-1,BZ9,Smc,1,3,1,3,1,1,2,4,4,3
11149x5360-1,BZ9,Astro,4,3,1,3,4,1,0,4,4,3
11164x6281-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
11157x6116-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
11175x5682-1,BZ9,Reln,4,1,1,6,4,1,0,4,4,1
11209x4580-1,BZ9,SST,1,6,1,8,1,5,4,1,4,0
11226x4774-1,BZ9,Smc,1,4,1,3,1,5,2,1,4,3
11238x5964-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
11279x5252-1,BZ9,eL6-1,4,0,1,0,1,1,1,4,4,2
11276x667-1,BZ9,Astro,4,3,1,3,4,1,2,1,4,3
11429x5206-1,BZ9,eL6-2,4,0,1,0,1,5,1,4,4,2
11501x71-1,BZ9,NPY,4,7,3,7,4,5,3,1,4,0
11437x2101-1,BZ9,Smc,1,3,3,3,1,5,2,1,1,3
11474x5047-1,BZ9,eL6-2,4,0,1,0,1,5,1,4,4,2
11570x5875-1,BZ9,eL6-2,4,0,1,0,4,1,1,4,4,2
11587x2128-1,BZ9,Oligo,1,3,1,3,1,5,2,1,1,3
11605x3297-1,BZ9,Astro,1,3,1,3,1,5,2,1,2,3
11549x3628-1,BZ9,Smc,1,3,1,3,1,5,2,1,4,3
11631x2027-1,BZ9,Oligo,1,3,1,3,1,5,2,1,1,3
11605x4925-1,BZ9,eL5-3,1,3,1,3,1,5,2,4,4,3
11637x5298-1,BZ9,Astro,4,3,1,3,1,1,2,4,4,3
11702x4596-1,BZ9,Smc,1,3,1,3,1,5,2,1,4,3
11831x3904-1,BZ9,eL5-3,1,2,1,2,1,5,2,1,4,1
11789x4618-1,BZ9,Astro,1,3,1,3,1,5,2,1,4,3
11822x4071-1,BZ9,Oligo,1,3,1,3,1,5,2,1,4,3
11845x1465-1,BZ9,Oligo,1,3,1,3,1,5,2,1,4,3
11919x2593-1,BZ9,Oligo,1,3,1,3,1,5,2,1,1,3
11911x3748-1,BZ9,Oligo,1,3,1,3,1,5,2,1,4,3
11953x3129-1,BZ9,Oligo,1,3,1,3,1,5,2,1,1,3
11974x1510-1,BZ9,Oligo,1,3,1,3,1,5,2,1,1,3
11919x6078-1,BZ9,eL6-1,4,0,1,0,4,1,1,4,4,2
12039x1940-1,BZ9,Smc,1,4,1,3,1,5,2,1,1,3
12090x6252-1,BZ9,Astro,4,3,1,3,4,1,2,1,4,3
12101x3456-1,BZ9,Astro,1,3,1,3,1,5,2,1,1,3
12121x1107-1,BZ9,Astro,1,3,1,3,1,5,2,1,4,3
12116x1850-1,BZ9,Oligo,1,3,1,3,1,5,2,1,1,3
12149x4679-1,BZ9,eL5-2,1,3,1,3,1,5,0,1,4,3
12140x1251-1,BZ9,Oligo,1,3,1,3,1,5,2,1,4,3
