,slice_id,ct,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
8440x1834-2,BZ14,Oligo,4,1,1,9,4,0,0,4,4,0
8433x2626-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8435x1542-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8456x1423-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8461x4962-2,BZ14,eL6-1,4,0,1,2,4,5,1,4,4,1
8450x5305-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,3,1
8459x1205-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8466x953-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8484x4249-2,BZ14,eL5-2,4,6,1,6,4,5,0,4,4,1
8497x3069-2,BZ14,eL6-1,4,5,1,4,4,0,3,4,4,1
8457x2803-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8489x4730-2,BZ14,L5-1,4,4,1,5,4,5,2,4,4,3
8490x2449-2,BZ14,eL6-2,4,0,1,8,4,0,3,4,4,1
8463x5668-2,BZ14,eL6-1,3,0,1,0,4,5,0,4,3,1
8538x1676-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8502x5868-2,BZ14,L5-1,3,4,1,5,4,1,1,3,3,3
8542x6176-2,BZ14,eL2/3,3,3,1,3,4,1,1,3,3,3
8541x475-2,BZ14,Smc,4,1,1,1,4,0,0,4,4,0
8560x2290-2,BZ14,Smc,2,1,1,1,4,0,3,4,4,0
8544x4022-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,4,1
8560x1015-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8550x738-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8530x114-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8596x2091-2,BZ14,Astro,2,5,1,4,4,0,3,4,4,2
8603x1912-2,BZ14,NPY,3,5,1,4,4,0,3,4,4,2
8611x5602-2,BZ14,L5-1,3,4,1,5,4,0,0,4,4,3
8615x2777-2,BZ14,eL5-3,4,6,1,6,4,0,0,4,4,1
8644x1427-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8631x5146-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8672x5332-2,BZ14,L5-1,3,2,1,5,4,0,2,4,4,3
8661x934-2,BZ14,eL6-2,4,1,1,1,4,0,0,4,4,0
8684x774-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8683x2953-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8738x3824-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8757x5850-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8760x538-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
8752x5607-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8800x1526-2,BZ14,eL6-1,4,0,1,4,4,0,0,4,4,1
8755x1823-2,BZ14,NPY,3,5,1,4,4,0,3,4,4,2
8784x6231-2,BZ14,L5-1,3,4,1,5,4,1,1,4,4,3
8791x924-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8830x1310-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
8832x5076-2,BZ14,SST,3,5,1,4,4,5,3,4,4,2
8843x2059-2,BZ14,eL6-2,3,0,1,0,4,5,0,4,4,1
8893x3594-2,BZ14,L5-1,4,4,1,5,4,0,0,4,4,0
8827x4151-2,BZ14,eL5-2,4,9,1,1,4,0,0,4,4,1
8848x314-2,BZ14,eL6-2,4,8,1,11,4,0,0,4,4,0
8839x748-2,BZ14,eL6-1,4,8,1,0,4,0,0,4,4,1
8899x3463-2,BZ14,Oligo,4,1,1,9,4,0,0,4,4,0
8885x3134-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8888x5683-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
8946x88-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
8930x4519-2,BZ14,eL2/3,4,1,1,11,4,5,1,4,4,0
8907x3931-2,BZ14,L5-1,4,6,1,6,4,0,1,4,4,3
8927x6239-2,BZ14,L5-1,3,4,1,5,4,0,1,4,4,3
8932x1655-2,BZ14,eL5-2,3,0,1,0,4,0,2,4,4,1
8936x4086-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8962x806-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
8920x3280-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8939x2833-2,BZ14,L5-1,4,4,1,5,4,0,1,4,4,3
8922x5355-2,BZ14,VIP,3,5,1,4,4,0,2,4,4,2
9013x2062-2,BZ14,eL6-2,4,0,1,0,4,5,0,4,4,1
9033x4195-2,BZ14,eL6-1,4,5,1,0,4,0,0,4,4,1
9064x3040-2,BZ14,SST,4,5,1,4,4,0,3,4,4,2
9070x1384-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9064x1843-2,BZ14,Astro,4,4,1,11,4,5,1,4,4,1
9139x5356-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9089x6157-2,BZ14,Lhx6,4,0,1,7,4,0,3,4,4,2
9085x6395-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9120x378-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9132x868-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
9121x1202-2,BZ14,eL6-2,4,2,1,1,4,0,0,4,4,0
9155x5902-2,BZ14,Astro,4,7,1,1,4,0,3,4,4,0
9128x3538-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9143x3884-2,BZ14,L5-1,4,4,1,11,4,0,0,4,4,3
9166x4979-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9153x4117-2,BZ14,L5-1,4,0,1,0,4,0,0,4,4,1
9157x4348-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9186x6519-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
9244x796-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
9226x3671-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9227x5628-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9249x4027-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9226x576-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9250x4533-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9267x3812-2,BZ14,Smc,4,1,1,1,4,0,0,4,4,0
9310x1451-2,BZ14,L5-1,4,3,1,5,4,0,1,4,4,3
9350x1162-2,BZ14,Astro,4,5,1,4,4,0,3,4,4,0
9306x3470-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9311x5858-2,BZ14,L5-1,4,0,1,5,4,0,0,4,4,1
9344x2557-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,4,1
9311x2210-2,BZ14,Reln,3,7,1,7,4,0,3,4,4,2
9375x6273-2,BZ14,eL6-2,4,5,1,4,4,0,0,4,4,1
9353x2832-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9397x6117-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9400x75-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9383x803-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
9389x3044-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
9388x3977-2,BZ14,L5-1,4,10,1,0,4,0,0,4,4,1
9408x4955-2,BZ14,Lhx6,3,7,1,7,4,0,3,4,4,2
9409x1853-2,BZ14,SST,3,5,1,4,4,0,3,4,4,2
9395x5560-2,BZ14,eL6-1,4,0,1,6,4,0,0,4,4,1
9407x5715-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9402x3356-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9425x4830-2,BZ14,Lhx6,4,7,1,7,4,0,3,4,4,2
9451x2049-2,BZ14,Reln,3,7,1,4,4,0,3,4,4,2
9455x641-2,BZ14,Oligo,4,8,1,8,4,0,0,4,4,0
9485x3484-2,BZ14,Oligo,4,8,1,9,4,0,0,4,4,0
9478x1639-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9504x2487-2,BZ14,Oligo,4,0,1,9,4,0,0,4,4,1
9469x3768-2,BZ14,Endo,2,1,1,1,4,0,2,4,4,0
9581x2272-2,BZ14,Astro,4,8,1,11,4,0,1,4,4,0
9547x3261-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
9531x4023-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9511x6157-2,BZ14,Astro,4,1,1,1,4,0,1,4,4,0
9514x4702-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9531x153-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9557x5066-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9556x1049-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9551x3131-2,BZ14,eL6-2,4,5,1,8,4,0,0,4,4,1
9520x3623-2,BZ14,eL5-2,2,1,1,1,4,0,2,4,4,0
9562x5979-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9595x1502-2,BZ14,eL5-2,4,0,1,0,4,0,0,4,4,1
9479x336-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
9640x3805-2,BZ14,eL6-2,2,8,1,8,4,0,3,4,4,0
9624x5589-2,BZ14,L5-1,4,4,1,5,4,0,1,4,4,3
9600x2877-2,BZ14,eL5-2,4,3,1,5,4,0,1,4,4,3
9629x595-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
9553x4213-2,BZ14,Oligo,4,1,1,4,4,0,2,4,4,0
9632x1310-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9596x2709-2,BZ14,eL5-2,4,0,1,11,4,0,0,4,4,1
9653x4857-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9656x1728-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9711x4170-2,BZ14,Astro,4,5,1,4,4,0,2,4,4,0
9743x808-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
9727x2531-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9672x3399-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9714x335-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
9751x5867-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9738x3642-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9766x5379-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9774x6516-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9764x4534-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9838x602-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
9784x2084-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
9827x6131-2,BZ14,Astro,4,1,1,11,4,0,1,4,4,0
9849x1012-2,BZ14,eL5-2,4,10,1,1,4,0,0,4,4,0
9854x3139-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9916x1155-2,BZ14,eL6-2,4,1,1,1,4,0,0,4,4,0
9834x1854-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9868x3629-2,BZ14,eL5-2,4,0,1,9,4,0,0,4,4,1
9868x1694-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9894x4564-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9929x1933-2,BZ14,eL6-2,4,8,1,0,4,0,0,4,4,1
9888x1469-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9942x5457-2,BZ14,Smc,4,1,1,1,4,0,3,4,4,0
9973x3029-2,BZ14,eL5-3,4,9,1,10,4,0,0,4,4,1
9936x4060-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9969x6336-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
9980x3803-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9927x4814-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9954x6488-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9934x2421-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
9969x3404-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
9964x5705-2,BZ14,Oligo,4,0,1,9,4,0,0,4,4,1
9986x919-2,BZ14,Astro,2,1,1,1,2,0,2,4,4,0
10005x4645-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10031x4359-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10076x5061-2,BZ14,eL6-2,4,0,1,1,4,0,0,4,4,0
10048x5349-2,BZ14,NPY,4,7,1,7,4,0,3,4,4,2
10033x3594-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10044x4203-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10090x1435-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10074x1786-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10143x524-2,BZ14,L5-1,2,4,1,1,2,5,2,3,4,0
10097x2534-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,0
10104x5928-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10108x1043-2,BZ14,Astro,3,8,1,8,2,4,2,4,4,0
10160x2029-2,BZ14,Oligo,4,8,1,8,4,0,2,4,4,0
10116x6518-2,BZ14,Oligo,4,1,1,9,4,0,0,4,4,0
10131x2844-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
10126x3846-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10125x47-2,BZ14,Astro,2,1,1,1,4,4,3,1,4,0
10154x3662-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10166x4672-2,BZ14,Oligo,4,5,1,4,4,0,2,4,4,0
10184x5288-2,BZ14,NPY,4,7,1,7,4,0,3,4,4,2
10129x2251-2,BZ14,eL6-1,4,8,1,8,4,0,0,4,4,1
10204x6159-2,BZ14,eL5-2,4,0,1,11,4,0,0,4,4,1
10212x3269-2,BZ14,Oligo,4,1,1,9,2,0,0,4,4,0
10248x932-2,BZ14,eL5-2,3,8,1,5,2,4,1,4,4,1
10247x1253-2,BZ14,eL5-3,4,1,1,10,2,4,2,4,4,0
10246x4434-2,BZ14,eL6-2,4,6,1,0,4,0,0,4,4,1
10269x5877-2,BZ14,Astro,4,7,1,1,4,0,0,4,4,0
10264x6034-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10277x3730-2,BZ14,eL6-1,4,9,1,10,4,0,0,4,4,1
10281x1636-2,BZ14,eL6-2,4,0,1,0,4,4,0,4,4,1
10286x1839-2,BZ14,Astro,4,8,1,8,4,4,2,4,4,1
10291x1064-2,BZ14,L5-1,3,4,1,5,2,4,1,4,4,3
10298x3417-2,BZ14,Oligo,4,1,1,9,2,0,0,4,4,0
10321x6284-2,BZ14,L5-1,4,4,1,5,4,0,1,4,4,3
10276x3949-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10362x2593-2,BZ14,eL6-1,4,0,1,0,2,0,0,4,4,1
10376x3539-2,BZ14,Oligo,4,1,1,9,4,0,0,4,4,0
10345x3042-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,0
10379x3192-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
10410x3931-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10396x1141-2,BZ14,Oligo,3,1,1,9,2,4,1,4,4,3
10396x5211-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10440x5663-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10411x6452-2,BZ14,Oligo,4,8,1,8,4,0,0,4,4,1
10436x2267-2,BZ14,Astro,4,4,1,1,4,0,2,4,4,0
10491x4812-2,BZ14,eL6-2,4,5,1,4,4,0,1,4,4,1
10459x4161-2,BZ14,Astro,4,0,1,11,4,0,0,4,4,1
10436x1444-2,BZ14,eL6-2,4,1,1,0,2,4,0,4,4,0
10425x5540-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10484x4361-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10460x5395-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10477x1285-2,BZ14,Astro,4,1,1,11,2,4,1,4,4,0
10476x5808-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10495x3253-2,BZ14,eL6-1,4,8,1,8,2,0,0,4,4,1
10517x4529-2,BZ14,Astro,4,0,1,11,4,0,0,4,4,1
10519x5045-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10567x5931-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10502x6202-2,BZ14,eL6-2,4,1,1,1,4,0,0,4,4,0
10576x3965-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10594x804-2,BZ14,Astro,4,5,1,1,2,4,3,4,4,0
10615x5276-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10595x1975-2,BZ14,Oligo,2,1,1,9,2,4,3,4,4,0
10580x6061-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10602x6484-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10625x312-2,BZ14,Endo,2,4,1,1,2,4,2,4,4,0
10651x2799-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
10640x3792-2,BZ14,Astro,4,1,1,1,4,0,1,4,4,0
10702x589-2,BZ14,L5-1,4,4,1,5,2,4,2,4,4,3
10634x1123-2,BZ14,Smc,3,1,1,9,2,4,2,4,4,0
10691x2056-2,BZ14,NPY,2,1,1,9,2,4,3,4,4,0
10665x3302-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
10757x348-2,BZ14,Smc,2,1,1,1,2,4,2,3,4,0
10686x4539-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10751x4080-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10732x5553-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10716x2579-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
10769x3616-2,BZ14,eL6-1,4,0,1,0,2,0,0,4,4,1
10858x3889-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,0
10844x905-2,BZ14,VIP,4,0,1,7,2,4,1,4,4,2
10835x1857-2,BZ14,Smc,2,1,1,1,2,4,3,4,4,0
10867x4476-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10827x4755-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
10857x6468-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10876x702-2,BZ14,L5-1,4,0,1,0,2,4,0,4,4,3
10848x3002-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,0
10893x5045-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
10836x6211-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
10894x3499-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
10953x2973-2,BZ14,eL6-1,4,9,1,1,2,0,0,4,4,0
10947x5183-2,BZ14,eL6-2,4,0,1,1,4,0,0,4,4,1
10955x1236-2,BZ14,L5-1,4,4,1,5,2,4,2,4,4,3
10961x1686-2,BZ14,eL6-1,4,0,1,0,2,4,0,4,4,1
10953x2055-2,BZ14,Astro,2,1,1,1,2,4,3,4,4,0
10975x6059-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11030x5319-2,BZ14,Smc,2,1,1,1,4,0,3,4,4,0
10997x3224-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
10958x2630-2,BZ14,Smc,4,6,1,6,2,0,1,4,4,1
10999x3371-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
11020x2247-2,BZ14,Smc,2,1,1,1,2,4,3,4,4,0
11047x3519-2,BZ14,Smc,2,8,1,8,2,0,0,4,4,0
11056x3658-2,BZ14,Oligo,2,1,1,9,2,0,0,4,4,0
11084x4243-2,BZ14,eL6-1,4,1,1,9,4,0,0,4,4,0
11096x5481-2,BZ14,Smc,4,1,1,1,4,0,3,4,4,0
11100x327-2,BZ14,Endo,2,5,1,4,2,4,3,1,4,0
11119x1758-2,BZ14,eL6-1,4,0,1,0,2,4,0,4,4,1
11115x2604-2,BZ14,L5-1,2,6,1,6,2,4,1,4,4,1
11117x4672-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11115x4522-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11128x104-2,BZ14,SST,2,5,1,4,2,4,3,1,4,2
11018x5766-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11171x1314-2,BZ14,eL6-1,4,0,1,0,2,4,0,4,4,1
11153x4389-2,BZ14,eL5-3,4,0,1,6,4,0,0,4,4,3
11237x1137-2,BZ14,L5-1,4,4,1,5,2,4,1,4,4,3
11128x3057-2,BZ14,L5-1,4,4,1,5,2,4,1,4,4,3
11187x6006-2,BZ14,eL6-2,4,9,1,1,4,0,0,4,4,0
11204x777-2,BZ14,Oligo,2,1,1,9,2,4,3,1,4,0
11179x1640-2,BZ14,eL5-2,3,5,1,2,2,4,0,4,4,1
11223x3705-2,BZ14,eL6-2,4,8,1,8,2,0,0,4,4,1
11166x528-2,BZ14,Oligo,2,1,1,9,2,4,3,1,4,0
11221x1910-2,BZ14,Astro,2,5,1,4,2,4,3,4,4,0
11193x5034-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11233x1509-2,BZ14,Astro,3,4,1,5,2,4,2,4,4,3
11236x3533-2,BZ14,eL5-3,2,0,1,8,2,0,2,4,4,1
11259x193-2,BZ14,SST,2,5,1,4,2,4,3,1,4,2
11273x6399-2,BZ14,Oligo,4,1,1,9,4,0,3,4,4,0
11273x2852-2,BZ14,Oligo,4,1,1,10,2,4,2,4,4,0
11287x486-2,BZ14,Oligo,2,1,1,9,2,4,3,1,4,0
11246x5192-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11278x2693-2,BZ14,Oligo,4,1,1,9,2,4,2,4,4,0
11310x3817-2,BZ14,eL6-1,4,8,1,8,2,0,0,4,4,1
11317x5865-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11289x2092-2,BZ14,SST,2,5,1,4,2,4,3,4,4,2
11295x6264-2,BZ14,Oligo,4,1,1,9,4,0,3,4,4,0
11289x3246-2,BZ14,L5-1,4,6,1,7,2,0,1,4,4,1
11376x5339-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11426x4585-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
11436x4902-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11479x4356-2,BZ14,eL6-1,4,0,1,0,2,0,0,4,4,1
11438x4170-2,BZ14,eL6-1,4,0,1,0,2,0,0,4,4,1
11415x3586-2,BZ14,Astro,4,1,1,1,2,4,1,4,4,0
11545x2313-2,BZ14,Oligo,4,8,1,9,2,4,0,4,4,1
11435x5970-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11480x2795-2,BZ14,eL6-2,4,4,1,11,2,4,2,4,4,0
11471x1833-2,BZ14,eL6-2,2,5,1,4,2,4,3,4,4,0
11521x2450-2,BZ14,Oligo,4,1,1,9,2,4,2,4,4,0
11464x1964-2,BZ14,Oligo,2,1,1,9,2,4,3,4,4,0
11519x1375-2,BZ14,L5-1,2,4,1,5,2,4,1,4,4,3
11473x3867-2,BZ14,Oligo,4,8,1,6,2,4,0,4,4,1
11525x6546-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11561x1613-2,BZ14,Astro,2,1,1,1,2,4,3,4,4,0
11548x5310-2,BZ14,L5-1,4,0,1,11,4,0,3,4,4,0
11577x2621-2,BZ14,eL5-3,4,0,1,0,2,4,0,4,4,3
11552x3997-2,BZ14,Oligo,4,1,1,9,2,4,0,4,4,0
11639x3593-2,BZ14,eL6-1,4,0,1,0,2,4,0,4,4,1
11577x4098-2,BZ14,eL5-3,4,1,1,1,2,4,0,4,4,0
11624x6173-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
11665x4650-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
11703x1056-2,BZ14,Smc,2,1,1,1,2,4,3,1,4,0
11724x3167-2,BZ14,eL5-2,4,4,1,2,2,4,2,4,4,3
11715x441-2,BZ14,Endo,2,1,1,1,2,4,1,1,4,0
11814x4253-2,BZ14,eL6-2,4,8,1,8,2,4,0,4,4,1
11855x5179-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
11825x2335-2,BZ14,Astro,2,1,1,1,2,4,3,1,4,0
11837x1715-2,BZ14,L5-1,2,3,1,1,2,4,1,1,4,0
11829x1497-2,BZ14,Oligo,2,1,1,9,2,4,1,4,1,0
11888x4548-2,BZ14,eL5-3,4,8,1,8,2,4,0,4,4,1
11855x3025-2,BZ14,eL5-3,4,0,1,11,2,4,2,4,4,1
11860x5467-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
11903x4682-2,BZ14,eL6-2,4,8,1,8,4,4,0,4,4,1
11972x6125-2,BZ14,Astro,4,1,1,1,4,0,1,4,4,0
11957x5748-2,BZ14,eL6-1,4,8,1,0,4,0,0,4,4,1
11964x2086-2,BZ14,SST,2,5,1,4,2,4,3,1,4,2
11980x1106-2,BZ14,Oligo,2,1,1,9,2,4,3,1,4,0
11964x3998-2,BZ14,Astro,2,1,1,1,2,4,1,1,4,0
11988x2555-2,BZ14,Oligo,2,1,1,9,2,4,3,1,4,0
12008x5119-2,BZ14,Smc,3,1,1,1,4,4,0,4,4,0
12034x1300-2,BZ14,Smc,2,1,1,1,2,4,1,1,4,0
12008x5628-2,BZ14,Lhx6,3,7,1,7,4,5,3,4,4,2
12028x6403-2,BZ14,Oligo,4,8,1,8,4,0,0,1,4,0
12048x3810-2,BZ14,Oligo,2,8,1,9,2,4,3,1,4,0
12052x2289-2,BZ14,Smc,2,1,1,1,2,4,3,1,4,0
12088x4372-2,BZ14,Smc,2,1,1,9,2,4,3,4,4,0
12111x1018-2,BZ14,Oligo,2,1,1,9,2,4,3,1,1,0
12146x4182-2,BZ14,Oligo,2,8,1,9,2,4,3,1,4,0
12202x5767-2,BZ14,eL6-2,4,8,1,8,4,5,0,4,4,1
12148x6557-2,BZ14,eL6-1,4,0,1,0,4,0,0,1,4,1
12179x6408-2,BZ14,Astro,4,1,1,8,4,0,0,1,4,0
12203x2263-2,BZ14,Oligo,2,1,1,9,2,4,3,1,4,0
12139x4587-2,BZ14,Astro,4,1,1,1,2,4,2,3,4,0
12214x5199-2,BZ14,NPY,3,7,1,7,4,4,3,4,4,2
12285x3492-2,BZ14,Oligo,2,1,1,1,2,4,3,1,4,0
12274x5332-2,BZ14,NPY,3,7,1,7,4,5,3,3,4,2
12271x5994-2,BZ14,eL6-2,4,8,1,8,4,0,0,4,4,1
